person_list,cluster,vipr_score,vipr_weight,sentiment_score,circulation_size,mention_count,cluster_label
Cruz Avila,1.0,-7227.326530612245,718.7551020408164,-4.775510204081633,8809686.346938776,49,Lower Visibility / Negative Tone
Rick,1.0,-7227.6122448979595,727.1428571428571,-11.83673469387755,207256.77551020408,49,Lower Visibility / Negative Tone
Alex,1.0,-11070.30612244898,618.4897959183673,-14.510204081632653,2874111.8775510206,49,Lower Visibility / Negative Tone
Kate O'brien,1.0,-244.27083333333334,776.8333333333334,-5.729166666666667,799659.6875,48,Lower Visibility / Negative Tone
Patrick,1.0,-3875.0,544.6041666666666,-4.270833333333333,2733401.5625,48,Lower Visibility / Negative Tone
Bob,1.0,-4494.895833333333,545.5625,-6.333333333333333,107769.6875,48,Lower Visibility / Negative Tone
Laura,1.0,-4988.666666666667,660.375,-8.0,688068.0833333334,48,Lower Visibility / Negative Tone
Barbara Ferrer,1.0,-5049.5,691.1666666666666,-6.791666666666667,291213.625,48,Lower Visibility / Negative Tone
Ari Shapiro,1.0,-6750.75,785.9166666666666,-7.958333333333333,790373.8541666666,48,Lower Visibility / Negative Tone
T.,1.0,-6839.729166666667,950.6666666666666,-7.375,117388.02083333333,48,Lower Visibility / Negative Tone
Michael Scippa,1.0,-7276.854166666667,704.0416666666666,-4.9375,8987875.708333334,48,Lower Visibility / Negative Tone
Dimie Ogoina,1.0,-7808.583333333333,708.6666666666666,-7.791666666666667,416889.6875,48,Lower Visibility / Negative Tone
Carson Benowitz-Fredericks,1.0,-8082.979166666667,686.8125,-6.5,11640723.416666666,48,Lower Visibility / Negative Tone
Judy Monroe,1.0,-9168.1875,783.3541666666666,-6.520833333333333,424835.0833333333,48,Lower Visibility / Negative Tone
B.,1.0,-11405.354166666666,671.0,-15.0,619061.5625,48,Lower Visibility / Negative Tone
Liu,1.0,-16859.604166666668,943.0833333333334,-14.895833333333334,330800.3541666667,48,Lower Visibility / Negative Tone
Justin Trudeau,1.0,1068.659574468085,635.1702127659574,-0.19148936170212766,238603.46808510637,47,Lower Visibility / Negative Tone
Kelly,1.0,-1200.127659574468,777.8936170212766,-6.382978723404255,817247.5531914893,47,Lower Visibility / Negative Tone
Carter,1.0,-2070.978723404255,716.063829787234,-3.1702127659574466,327663.829787234,47,Lower Visibility / Negative Tone
Stevens,1.0,-4291.595744680851,631.6808510638298,-10.914893617021276,410132.2978723404,47,Lower Visibility / Negative Tone
Joseph Kanter,1.0,-4651.723404255319,700.8510638297872,-2.5106382978723403,3546593.5319148935,47,Lower Visibility / Negative Tone
Andrew Wakefield,1.0,-6142.446808510638,703.5744680851063,-8.361702127659575,1726585.4893617022,47,Lower Visibility / Negative Tone
Jessica,1.0,-6703.085106382979,714.1489361702128,-5.0,129609.85106382979,47,Lower Visibility / Negative Tone
Holmes,1.0,-7000.893617021276,749.3191489361702,-1.0851063829787233,12690597.531914894,47,Lower Visibility / Negative Tone
Emmanuel Macron,1.0,-8364.297872340425,647.3191489361702,-11.382978723404255,3254238.8085106383,47,Lower Visibility / Negative Tone
William Moss,1.0,-9051.468085106382,843.1489361702128,-10.51063829787234,435954.8085106383,47,Lower Visibility / Negative Tone
Dave Chokshi,1.0,-10873.787234042553,726.9787234042553,-16.148936170212767,3485817.0425531915,47,Lower Visibility / Negative Tone
Jerome Adams,1.0,-6047.804347826087,737.5652173913044,-3.6739130434782608,137326.39130434784,46,Lower Visibility / Negative Tone
Williams,1.0,-6293.478260869565,788.0652173913044,-6.086956521739131,130524.69565217392,46,Lower Visibility / Negative Tone
Jane,1.0,-6357.04347826087,685.7391304347826,-9.391304347826088,2351321.8260869565,46,Lower Visibility / Negative Tone
Brian Castrucci,1.0,-6691.934782608696,703.195652173913,-9.478260869565217,3352999.195652174,46,Lower Visibility / Negative Tone
Roger Kamba,1.0,-9173.58695652174,588.3913043478261,-10.5,2967346.586956522,46,Lower Visibility / Negative Tone
Lin,1.0,-9738.804347826086,962.8913043478261,-11.08695652173913,93932.21739130435,46,Lower Visibility / Negative Tone
Raul Verdugo,1.0,-11376.021739130434,696.7608695652174,-8.565217391304348,12147759.260869564,46,Lower Visibility / Negative Tone
Hill,1.0,-4312.288888888889,579.1777777777778,-7.2,1513113.822222222,45,Lower Visibility / Negative Tone
Jen White,1.0,-4423.688888888889,641.7111111111111,-7.4222222222222225,266806.9111111111,45,Lower Visibility / Negative Tone
Doug Burgum,1.0,-4787.6,661.8,-6.622222222222222,1727998.1333333333,45,Lower Visibility / Negative Tone
Mehmet Oz,1.0,-5393.177777777778,693.0444444444445,-5.0,3230815.355555556,45,Lower Visibility / Negative Tone
Hunter,1.0,-6546.222222222223,949.6888888888889,-5.2,622633.1777777778,45,Lower Visibility / Negative Tone
Keir Starmer,1.0,-6798.355555555556,812.5333333333333,-9.355555555555556,87345.71111111112,45,Lower Visibility / Negative Tone
Sanjay Gupta,1.0,-9304.533333333333,772.9111111111112,-6.822222222222222,225139.06666666668,45,Lower Visibility / Negative Tone
Natalie,1.0,-10283.822222222223,580.4,-14.866666666666667,9660003.555555556,45,Lower Visibility / Negative Tone
Scott Weaver,1.0,-13529.044444444444,870.7555555555556,-9.644444444444444,784876.088888889,45,Lower Visibility / Negative Tone
Lynn,1.0,-1246.2272727272727,566.0227272727273,0.0,476332.20454545453,44,Lower Visibility / Negative Tone
Emeritus,1.0,-3531.159090909091,649.9090909090909,-7.886363636363637,6054480.568181818,44,Lower Visibility / Negative Tone
Karoline Leavitt,1.0,-3563.2272727272725,1008.5681818181819,1.0227272727272727,580971.7272727273,44,Lower Visibility / Negative Tone
Parks,1.0,-4018.6363636363635,691.5,-4.363636363636363,13256978.863636363,44,Lower Visibility / Negative Tone
Michael Marks,1.0,-4337.545454545455,672.5909090909091,-4.5227272727272725,449125.0681818182,44,Lower Visibility / Negative Tone
Cohen,1.0,-4671.818181818182,712.9090909090909,-6.9772727272727275,1504161.5227272727,44,Lower Visibility / Negative Tone
Will Stone,1.0,-8202.022727272728,714.3181818181819,-10.022727272727273,538620.1363636364,44,Lower Visibility / Negative Tone
Rogers,1.0,-9149.386363636364,806.9545454545455,-6.2727272727272725,2112569.8863636362,44,Lower Visibility / Negative Tone
Marcus Plescia,1.0,-9228.954545454546,756.6136363636364,-6.4772727272727275,2160743.0454545454,44,Lower Visibility / Negative Tone
Kevin Griffis,1.0,-10537.977272727272,746.2272727272727,-11.386363636363637,175585.3409090909,44,Lower Visibility / Negative Tone
Nicole Lurie,1.0,-11922.568181818182,704.3181818181819,-13.545454545454545,149126.97727272726,44,Lower Visibility / Negative Tone
Philippe Lazzarini,1.0,-10017.511627906977,726.0930232558139,-3.813953488372093,10011075.488372093,43,Lower Visibility / Negative Tone
Greg,1.0,128.0,757.2380952380952,2.880952380952381,6900694.666666667,42,Lower Visibility / Negative Tone
Yogi Adityanath,1.0,-690.0714285714286,459.54761904761904,-4.142857142857143,430580.11904761905,42,Lower Visibility / Negative Tone
Heather Jarrell,1.0,-2512.8333333333335,669.4761904761905,-7.690476190476191,855737.0714285715,42,Lower Visibility / Negative Tone
Randy Brenner,1.0,-4803.857142857143,658.0952380952381,-5.071428571428571,5553285.904761905,42,Lower Visibility / Negative Tone
Letitia James,1.0,-6225.452380952381,670.9047619047619,-8.0,3883625.5714285714,42,Lower Visibility / Negative Tone
Pope Francis,1.0,-6420.714285714285,718.452380952381,-8.880952380952381,11993000.857142856,42,Lower Visibility / Negative Tone
Geoff,1.0,-6501.238095238095,704.3571428571429,-6.285714285714286,2319620.4523809524,42,Lower Visibility / Negative Tone
Hamilton,1.0,-7106.880952380952,578.1428571428571,-13.19047619047619,3134021.6666666665,42,Lower Visibility / Negative Tone
Rachel Roper,1.0,-7995.214285714285,709.1190476190476,-9.023809523809524,5726851.619047619,42,Lower Visibility / Negative Tone
Anderson,1.0,-8526.97619047619,721.8571428571429,-7.761904761904762,722736.5714285715,42,Lower Visibility / Negative Tone
Joe Papa,1.0,-9205.833333333334,767.4047619047619,-11.19047619047619,795396.9047619047,42,Lower Visibility / Negative Tone
Maggie Bartlett,1.0,-9707.57142857143,704.7380952380952,-12.166666666666666,5736306.976190476,42,Lower Visibility / Negative Tone
Tory Johnson,1.0,-13201.309523809523,991.0,-9.333333333333334,711811.5,42,Lower Visibility / Negative Tone
Kathy Crosby,1.0,-290.0731707317073,729.1951219512196,-2.4390243902439024,128532.12195121951,41,Lower Visibility / Negative Tone
Aurora,1.0,-1529.7317073170732,542.2682926829268,-5.317073170731708,591303.1219512195,41,Lower Visibility / Negative Tone
Martin King,1.0,-1551.7073170731708,577.5121951219512,-5.975609756097561,1174690.7073170731,41,Lower Visibility / Negative Tone
Lara Johnson,1.0,-3720.4634146341464,572.9268292682926,-6.804878048780488,349155.6341463415,41,Lower Visibility / Negative Tone
Fauci,1.0,-5986.951219512195,692.2439024390244,-5.780487804878049,3074599.9024390243,41,Lower Visibility / Negative Tone
James Lawler,1.0,-6018.90243902439,461.609756097561,-17.658536585365855,308518.6341463415,41,Lower Visibility / Negative Tone
Robbie Goldstein,1.0,-6313.829268292683,693.4146341463414,-12.634146341463415,158826.41463414635,41,Lower Visibility / Negative Tone
Michael Connett,1.0,35.75,630.575,-2.05,18224971.025,40,Lower Visibility / Negative Tone
Stephanie,1.0,-11.75,594.35,-3.575,256322.25,40,Lower Visibility / Negative Tone
Shehbaz Sharif,1.0,-984.8,582.475,-8.775,121582.55,40,Lower Visibility / Negative Tone
Juana Summers,1.0,-1418.875,604.9,-3.65,357954.025,40,Lower Visibility / Negative Tone
Katie,1.0,-2698.6,708.875,-7.225,875772.975,40,Lower Visibility / Negative Tone
Clade Ib,1.0,-3396.575,657.5,-5.55,3350474.8,40,Lower Visibility / Negative Tone
John Kirby,1.0,-3592.125,673.5,-4.55,191713.175,40,Lower Visibility / Negative Tone
Hanan Balkhy,1.0,-7568.725,546.225,-14.3,278969.275,40,Lower Visibility / Negative Tone
Law,1.0,-7921.075,703.45,-10.075,145888.925,40,Lower Visibility / Negative Tone
Tedros Ghebreyesus,0.0,-8695.225,830.325,-9.25,3815083.875,40,High Visibility / Negative Tone
Laurens Liesenborghs,1.0,-8799.975,704.575,-10.45,6011945.05,40,Lower Visibility / Negative Tone
Dariush Mozaffarian,1.0,-9124.55,624.975,-5.05,1437165.15,40,Lower Visibility / Negative Tone
Ray,1.0,-9303.325,784.05,-12.275,308038.875,40,Lower Visibility / Negative Tone
Mary Kelly,1.0,-9666.725,709.45,-8.275,1175900.275,40,Lower Visibility / Negative Tone
Melissa,1.0,-10610.45,756.8,-12.125,4854944.325,40,Lower Visibility / Negative Tone
Anthony Ross,1.0,-11278.025,601.0,-10.375,4566319.8,40,Lower Visibility / Negative Tone
Mark Mcafee,1.0,-4497.794871794872,599.3333333333334,-4.0256410256410255,3512537.641025641,39,Lower Visibility / Negative Tone
Laura Ungar,1.0,-4661.128205128205,739.8461538461538,-3.076923076923077,4055698.3333333335,39,Lower Visibility / Negative Tone
John Nkengasong,1.0,-5333.410256410257,944.2820512820513,-5.846153846153846,11129291.82051282,39,Lower Visibility / Negative Tone
Christy Santhosh,1.0,-5379.205128205128,607.9487179487179,-6.589743589743589,400106.5128205128,39,Lower Visibility / Negative Tone
Karen,1.0,-7057.974358974359,777.974358974359,-8.076923076923077,150194.89743589744,39,Lower Visibility / Negative Tone
Jeffrey Klausner,1.0,-7475.153846153846,668.6666666666666,-9.025641025641026,9888119.358974358,39,Lower Visibility / Negative Tone
Lorenzo Subissi,1.0,-8909.076923076924,709.6923076923077,-10.487179487179487,6166067.487179487,39,Lower Visibility / Negative Tone
Brian King,1.0,-10294.48717948718,644.1794871794872,-9.897435897435898,3376937.871794872,39,Lower Visibility / Negative Tone
Mahatma Gandhi,1.0,-10442.051282051281,1142.7692307692307,-12.102564102564102,1042498.3333333334,39,Lower Visibility / Negative Tone
Gene,1.0,-10596.461538461539,748.1538461538462,-9.666666666666666,117710.84615384616,39,Lower Visibility / Negative Tone
Hunter Biden,1.0,-11236.564102564103,1066.2564102564102,-7.923076923076923,2378870.9743589745,39,Lower Visibility / Negative Tone
Ashley Malin,1.0,-745.8947368421053,681.7368421052631,-4.842105263157895,3777467.0789473685,38,Lower Visibility / Negative Tone
Robert Malone,1.0,-776.7368421052631,662.0263157894736,-6.157894736842105,192553.73684210525,38,Lower Visibility / Negative Tone
Tim Walz,1.0,-1300.9736842105262,695.0263157894736,-2.0526315789473686,960480.8684210526,38,Lower Visibility / Negative Tone
Michelle Obama,1.0,-2561.4473684210525,816.4736842105264,-4.078947368421052,407511.3947368421,38,Lower Visibility / Negative Tone
Jimmy Yang,1.0,-3369.2894736842104,538.6052631578947,-6.394736842105263,3458143.789473684,38,Lower Visibility / Negative Tone
Taika Waititi,1.0,-3369.2894736842104,538.6052631578947,-6.394736842105263,3458143.789473684,38,Lower Visibility / Negative Tone
Amanda Seitz,1.0,-4077.3684210526317,514.3421052631579,-6.394736842105263,4056096.3947368423,38,Lower Visibility / Negative Tone
Priya Deshmukh,1.0,-4448.105263157895,658.5263157894736,-5.842105263157895,298669.8947368421,38,Lower Visibility / Negative Tone
Mike Pence,1.0,-4451.631578947368,734.921052631579,-7.368421052631579,158243.23684210525,38,Lower Visibility / Negative Tone
Cindy Mccain,1.0,-4488.763157894737,664.0,-5.368421052631579,13260208.710526315,38,Lower Visibility / Negative Tone
Morgan,1.0,-6230.184210526316,717.421052631579,-13.894736842105264,1004259.447368421,38,Lower Visibility / Negative Tone
Raynard Washington,1.0,-6600.8421052631575,538.7368421052631,-12.631578947368421,243286.86842105264,38,Lower Visibility / Negative Tone
Hamid Jafari,1.0,-7271.078947368421,590.3421052631579,-10.868421052631579,159876.31578947368,38,Lower Visibility / Negative Tone
Michael Mina,1.0,-7745.078947368421,766.5263157894736,-9.105263157894736,3055229.3684210526,38,Lower Visibility / Negative Tone
Jay Varma,1.0,-12400.684210526315,1019.1315789473684,-14.210526315789474,3554106.552631579,38,Lower Visibility / Negative Tone
Selena Simmons-Duffin,1.0,1412.7027027027027,601.4594594594595,-1.7027027027027026,5097235.486486486,37,Lower Visibility / Negative Tone
Abbott,1.0,1320.8648648648648,612.5405405405405,2.324324324324324,105649.62162162163,37,Lower Visibility / Negative Tone
Matt Gates,1.0,-575.7027027027027,676.4594594594595,-3.7837837837837838,181826.83783783784,37,Lower Visibility / Negative Tone
Phil,1.0,-1892.1351351351352,916.2432432432432,-3.2972972972972974,12552408.72972973,37,Lower Visibility / Negative Tone
Mike Dewine,1.0,-2268.4864864864867,772.8108108108108,-4.108108108108108,4271098.621621622,37,Lower Visibility / Negative Tone
Howard Lutnick,1.0,-4457.486486486487,696.8648648648649,-8.594594594594595,250105.7027027027,37,Lower Visibility / Negative Tone
Cory Booker,1.0,-4505.027027027027,770.5945945945946,-2.6486486486486487,4893499.081081081,37,Lower Visibility / Negative Tone
Rachel,1.0,-5836.405405405405,594.8108108108108,-5.648648648648648,435291.45945945947,37,Lower Visibility / Negative Tone
Lou,1.0,-6809.756756756757,761.8918918918919,-5.486486486486487,1136098.189189189,37,Lower Visibility / Negative Tone
Wayne,1.0,-7885.054054054054,718.7297297297297,-7.8108108108108105,118916.32432432432,37,Lower Visibility / Negative Tone
Fox,1.0,-8323.702702702703,679.5405405405405,-5.135135135135135,7851346.972972973,37,Lower Visibility / Negative Tone
Stephen,1.0,-8348.243243243243,572.027027027027,-6.405405405405405,484296.64864864864,37,Lower Visibility / Negative Tone
Smith,1.0,-8602.72972972973,673.8378378378378,-13.945945945945946,382752.45945945947,37,Lower Visibility / Negative Tone
Linda,1.0,-8707.378378378378,577.5405405405405,-11.432432432432432,241468.4054054054,37,Lower Visibility / Negative Tone
Nancy Pelosi,1.0,-8957.837837837838,772.027027027027,-10.783783783783784,336731.2702702703,37,Lower Visibility / Negative Tone
Roland Driece,1.0,-10780.513513513513,707.3513513513514,-14.972972972972974,11711950.837837838,37,Lower Visibility / Negative Tone
Wolf,1.0,-11012.027027027027,653.0540540540541,-12.432432432432432,155629.86486486485,37,Lower Visibility / Negative Tone
Bruce,1.0,-414.6111111111111,592.2777777777778,-2.0,228848.91666666666,36,Lower Visibility / Negative Tone
Thom Tillis,1.0,-2089.8888888888887,609.75,0.9444444444444444,4221231.861111111,36,Lower Visibility / Negative Tone
Boris Johnson,1.0,-3346.3055555555557,557.25,1.4166666666666667,175061.72222222222,36,Lower Visibility / Negative Tone
Cavalcanti L.,1.0,-3802.0555555555557,664.1944444444445,-3.8333333333333335,579382.5833333334,36,Lower Visibility / Negative Tone
Pamplona De,1.0,-3802.0555555555557,664.1944444444445,-3.8333333333333335,579382.5833333334,36,Lower Visibility / Negative Tone
Pinheiro Aa,1.0,-3802.0555555555557,664.1944444444445,-3.8333333333333335,579382.5833333334,36,Lower Visibility / Negative Tone
Matthew,1.0,-4191.583333333333,596.2777777777778,-10.63888888888889,699590.4444444445,36,Lower Visibility / Negative Tone
Joseph,1.0,-4540.305555555556,727.1944444444445,-8.527777777777779,534471.25,36,Lower Visibility / Negative Tone
Taylor Swift,1.0,-4605.361111111111,725.8333333333334,-1.2777777777777777,856462.2777777778,36,Lower Visibility / Negative Tone
Patel,1.0,-5133.583333333333,659.5555555555555,-6.055555555555555,144194.47222222222,36,Lower Visibility / Negative Tone
Noah,1.0,-5227.805555555556,601.3055555555555,-4.777777777777778,89412.97222222222,36,Lower Visibility / Negative Tone
Kevin,1.0,-5280.194444444444,578.6944444444445,-9.083333333333334,4301684.0,36,Lower Visibility / Negative Tone
Netanyahu,1.0,-5517.138888888889,716.25,-7.555555555555555,427977.3888888889,36,Lower Visibility / Negative Tone
Winnie Byanyima,1.0,-8400.444444444445,703.0,-8.75,85795.38888888889,36,Lower Visibility / Negative Tone
Harry,1.0,-8817.111111111111,819.5277777777778,-3.9722222222222223,934383.8888888889,36,Lower Visibility / Negative Tone
Nora Volkow,1.0,-10278.138888888889,550.1666666666666,-10.86111111111111,7889900.805555556,36,Lower Visibility / Negative Tone
